,sin_d,cos_d,sin_t,cos_t,cl_1,cl_2,cl_3,cl_4,cl_5,cl_6,target
25,0.7818314824680298,0.6234898018587336,0.7372773368101241,-0.6755902076156602,l,l,l,l,l,l,l
26,0.7818314824680298,0.6234898018587336,0.7071067811865476,-0.7071067811865475,l,l,l,l,l,l,l
27,0.7818314824680298,0.6234898018587336,0.6755902076156604,-0.737277336810124,l,l,l,l,l,l,l
28,0.7818314824680298,0.6234898018587336,0.6427876096865395,-0.7660444431189779,l,l,l,l,l,l,l
29,0.7818314824680298,0.6234898018587336,0.6087614290087204,-0.7933533402912353,l,l,l,l,l,l,l
30,0.7818314824680298,0.6234898018587336,0.5735764363510464,-0.8191520442889917,l,l,l,l,l,l,l
31,0.7818314824680298,0.6234898018587336,0.5372996083468238,-0.8433914458128857,l,l,l,l,l,l,l
32,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,l,l,l,l,l,l,l
33,0.7818314824680298,0.6234898018587336,0.4617486132350339,-0.8870108331782217,l,l,l,l,l,l,l
34,0.7818314824680298,0.6234898018587336,0.4226182617406995,-0.9063077870366499,l,l,l,l,l,l,l
35,0.7818314824680298,0.6234898018587336,0.3826834323650899,-0.9238795325112867,l,l,l,l,l,l,l
36,0.7818314824680298,0.6234898018587336,0.3420201433256689,-0.9396926207859083,l,l,l,l,l,l,l
37,0.7818314824680298,0.6234898018587336,0.30070579950427334,-0.9537169507482268,l,l,l,l,l,l,l
38,0.7818314824680298,0.6234898018587336,0.258819045102521,-0.9659258262890682,l,l,l,l,l,l,l
39,0.7818314824680298,0.6234898018587336,0.21643961393810318,-0.9762960071199333,l,l,l,l,l,l,l
40,0.7818314824680298,0.6234898018587336,0.17364817766693028,-0.984807753012208,l,l,l,l,l,l,l
41,0.7818314824680298,0.6234898018587336,0.13052619222005157,-0.9914448613738104,l,l,l,l,l,l,l
42,0.7818314824680298,0.6234898018587336,0.08715574274765864,-0.9961946980917455,l,l,l,l,l,l,l
43,0.7818314824680298,0.6234898018587336,0.04361938736533607,-0.9990482215818578,l,l,l,l,l,l,l
44,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,l,l,l,l,l,l,l
45,0.7818314824680298,0.6234898018587336,-0.04361938736533627,-0.9990482215818578,l,l,l,l,l,l,l
46,0.7818314824680298,0.6234898018587336,-0.08715574274765794,-0.9961946980917455,l,l,l,l,l,l,l
47,0.7818314824680298,0.6234898018587336,-0.13052619222005132,-0.9914448613738105,l,l,l,l,l,l,l
48,0.7818314824680298,0.6234898018587336,-0.17364817766693047,-0.984807753012208,l,l,l,l,l,l,l
49,0.7818314824680298,0.6234898018587336,-0.21643961393810293,-0.9762960071199334,l,l,l,l,l,l,l
50,0.7818314824680298,0.6234898018587336,-0.25881904510252035,-0.9659258262890684,l,l,l,l,l,l,l
51,0.7818314824680298,0.6234898018587336,-0.30070579950427306,-0.9537169507482269,l,l,l,l,l,l,l
52,0.7818314824680298,0.6234898018587336,-0.34202014332566866,-0.9396926207859084,l,l,l,l,l,l,l
53,0.7818314824680298,0.6234898018587336,-0.3826834323650892,-0.923879532511287,l,l,l,l,l,l,l
54,0.7818314824680298,0.6234898018587336,-0.4226182617406993,-0.90630778703665,l,l,l,l,l,l,l
55,0.7818314824680298,0.6234898018587336,-0.46174861323503374,-0.8870108331782218,l,l,l,l,l,l,l
56,0.7818314824680298,0.6234898018587336,-0.5000000000000001,-0.8660254037844386,l,l,l,l,l,l,l
57,0.7818314824680298,0.6234898018587336,-0.5372996083468236,-0.8433914458128859,l,l,l,l,l,l,l
58,0.7818314824680298,0.6234898018587336,-0.5735764363510458,-0.819152044288992,l,l,l,l,l,l,l
59,0.7818314824680298,0.6234898018587336,-0.6087614290087207,-0.7933533402912352,l,l,l,l,l,l,l
60,0.7818314824680298,0.6234898018587336,-0.6427876096865393,-0.766044443118978,l,l,l,l,l,l,m
61,0.7818314824680298,0.6234898018587336,-0.6755902076156598,-0.7372773368101244,l,l,l,l,l,m,m
62,0.7818314824680298,0.6234898018587336,-0.7071067811865475,-0.7071067811865477,l,l,l,l,m,m,l
63,0.7818314824680298,0.6234898018587336,-0.7372773368101239,-0.6755902076156604,l,l,l,m,m,l,l
64,0.7818314824680298,0.6234898018587336,-0.7660444431189779,-0.6427876096865395,l,l,m,m,l,l,l
65,0.7818314824680298,0.6234898018587336,-0.7933533402912349,-0.6087614290087209,l,m,m,l,l,l,l
66,0.7818314824680298,0.6234898018587336,-0.8191520442889916,-0.5735764363510464,m,m,l,l,l,l,l
67,0.7818314824680298,0.6234898018587336,-0.8433914458128855,-0.5372996083468242,m,l,l,l,l,l,l
68,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,l,l,l,l,l,l,l
69,0.7818314824680298,0.6234898018587336,-0.8870108331782215,-0.4617486132350344,l,l,l,l,l,l,l
70,0.7818314824680298,0.6234898018587336,-0.9063077870366497,-0.42261826174069994,l,l,l,l,l,l,l
71,0.7818314824680298,0.6234898018587336,-0.9238795325112868,-0.3826834323650895,l,l,l,l,l,l,l
72,0.7818314824680298,0.6234898018587336,-0.9396926207859082,-0.3420201433256694,l,l,l,l,l,l,l
73,0.7818314824680298,0.6234898018587336,-0.9537169507482267,-0.3007057995042738,l,l,l,l,l,l,l
74,0.7818314824680298,0.6234898018587336,-0.9659258262890683,-0.25881904510252063,l,l,l,l,l,l,l
75,0.7818314824680298,0.6234898018587336,-0.9762960071199334,-0.21643961393810282,l,l,l,l,l,l,l
76,0.7818314824680298,0.6234898018587336,-0.984807753012208,-0.17364817766693033,l,l,l,l,l,l,l
77,0.7818314824680298,0.6234898018587336,-0.9914448613738104,-0.13052619222005163,l,l,l,l,l,l,l
78,0.7818314824680298,0.6234898018587336,-0.9961946980917455,-0.08715574274765825,l,l,l,l,l,l,l
79,0.7818314824680298,0.6234898018587336,-0.9990482215818578,-0.04361938736533613,l,l,l,l,l,l,l
80,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,l,l,l,l,l,l,l
81,0.7818314824680298,0.6234898018587336,-0.9990482215818578,0.043619387365335764,l,l,l,l,l,l,l
82,0.7818314824680298,0.6234898018587336,-0.9961946980917455,0.08715574274765789,l,l,l,l,l,l,l
83,0.7818314824680298,0.6234898018587336,-0.9914448613738104,0.13052619222005213,l,l,l,l,l,l,l
84,0.7818314824680298,0.6234898018587336,-0.9848077530122081,0.17364817766692997,l,l,l,l,l,l,l
85,0.7818314824680298,0.6234898018587336,-0.9762960071199335,0.21643961393810246,l,l,l,l,l,l,l
86,0.7818314824680298,0.6234898018587336,-0.9659258262890682,0.25881904510252113,l,l,l,l,l,l,l
87,0.7818314824680298,0.6234898018587336,-0.953716950748227,0.3007057995042726,l,l,l,l,l,l,l
88,0.7818314824680298,0.6234898018587336,-0.9396926207859085,0.34202014332566816,l,l,l,l,l,l,l
89,0.7818314824680298,0.6234898018587336,-0.9238795325112866,0.38268343236509,l,l,l,l,l,l,l
90,0.7818314824680298,0.6234898018587336,-0.9063077870366498,0.4226182617406996,l,l,l,l,l,l,l
91,0.7818314824680298,0.6234898018587336,-0.887010833178222,0.46174861323503325,l,l,l,l,l,l,l
92,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,l,l,l,l,l,l,l
93,0.7818314824680298,0.6234898018587336,-0.8433914458128857,0.5372996083468239,l,l,l,l,l,l,l
94,0.7818314824680298,0.6234898018587336,-0.8191520442889918,0.573576436351046,l,l,l,l,l,l,l
95,0.7818314824680298,0.6234898018587336,-0.7933533402912352,0.6087614290087207,l,l,l,l,l,l,l
96,0.7818314824680298,0.6234898018587336,-0.7660444431189781,0.6427876096865393,l,l,l,l,l,l,l
97,0.7818314824680298,0.6234898018587336,-0.7372773368101242,0.6755902076156601,l,l,l,l,l,l,l
98,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474,l,l,l,l,l,l,l
99,0.7818314824680298,0.6234898018587336,-0.6755902076156605,0.7372773368101239,l,l,l,l,l,l,l
100,0.7818314824680298,0.6234898018587336,-0.6427876096865396,0.7660444431189778,l,l,l,l,l,l,l
101,0.7818314824680298,0.6234898018587336,-0.6087614290087209,0.7933533402912349,l,l,l,l,l,l,l
102,0.7818314824680298,0.6234898018587336,-0.5735764363510465,0.8191520442889916,l,l,l,l,l,l,l
103,0.7818314824680298,0.6234898018587336,-0.5372996083468242,0.8433914458128855,l,l,l,l,l,l,l
104,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,l,l,l,l,l,l,l
105,0.7818314824680298,0.6234898018587336,-0.46174861323503363,0.8870108331782218,l,l,l,l,l,l,l
106,0.7818314824680298,0.6234898018587336,-0.4226182617407,0.9063077870366497,l,l,l,l,l,l,l
107,0.7818314824680298,0.6234898018587336,-0.38268343236508956,0.9238795325112868,l,l,l,l,l,l,l
108,0.7818314824680298,0.6234898018587336,-0.3420201433256686,0.9396926207859084,l,l,l,l,l,l,l
109,0.7818314824680298,0.6234898018587336,-0.30070579950427384,0.9537169507482267,l,l,l,l,l,l,l
110,0.7818314824680298,0.6234898018587336,-0.2588190451025207,0.9659258262890683,l,l,l,l,l,l,l
111,0.7818314824680298,0.6234898018587336,-0.21643961393810288,0.9762960071199334,l,l,l,l,l,l,l
112,0.7818314824680298,0.6234898018587336,-0.17364817766693127,0.9848077530122079,l,l,l,l,l,l,l
