id,created_at,station,start_time,end_time,crowd_level
60829,2025-04-13 21:00:18.262186,CC1,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60830,2025-04-13 21:00:18.262186,CC10,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60831,2025-04-13 21:00:18.262186,CC11,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60832,2025-04-13 21:00:18.262186,CC12,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60833,2025-04-13 21:00:18.262186,CC13,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60834,2025-04-13 21:00:18.262186,CC14,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60835,2025-04-13 21:00:18.262186,CC15,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60836,2025-04-13 21:00:18.262186,CC16,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60837,2025-04-13 21:00:18.262186,CC17,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60838,2025-04-13 21:00:18.262186,CC19,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60839,2025-04-13 21:00:18.262186,CC2,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60840,2025-04-13 21:00:18.262186,CC20,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60841,2025-04-13 21:00:18.262186,CC21,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60842,2025-04-13 21:00:18.262186,CC22,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60843,2025-04-13 21:00:18.262186,CC23,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60844,2025-04-13 21:00:18.262186,CC24,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60845,2025-04-13 21:00:18.262186,CC25,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60846,2025-04-13 21:00:18.262186,CC26,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60847,2025-04-13 21:00:18.262186,CC27,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60848,2025-04-13 21:00:18.262186,CC28,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60849,2025-04-13 21:00:18.262186,CC29,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60850,2025-04-13 21:00:18.262186,CC3,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60851,2025-04-13 21:00:18.262186,CC4,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60852,2025-04-13 21:00:18.262186,CC5,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60853,2025-04-13 21:00:18.262186,CC6,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60854,2025-04-13 21:00:18.262186,CC7,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60855,2025-04-13 21:00:18.262186,CC8,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60856,2025-04-13 21:00:18.262186,CC9,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60857,2025-04-13 21:00:18.262186,CE1,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60858,2025-04-13 21:00:18.262186,CE2,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60859,2025-04-13 21:00:18.262186,CG1,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60860,2025-04-13 21:00:18.262186,CG2,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60861,2025-04-13 21:00:18.262186,DT1,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60862,2025-04-13 21:00:18.262186,DT10,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60863,2025-04-13 21:00:18.262186,DT11,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60864,2025-04-13 21:00:18.262186,DT12,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60865,2025-04-13 21:00:18.262186,DT13,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60866,2025-04-13 21:00:18.262186,DT14,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60867,2025-04-13 21:00:18.262186,DT15,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60868,2025-04-13 21:00:18.262186,DT16,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60869,2025-04-13 21:00:18.262186,DT17,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60870,2025-04-13 21:00:18.262186,DT18,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60871,2025-04-13 21:00:18.262186,DT19,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60872,2025-04-13 21:00:18.262186,DT2,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60873,2025-04-13 21:00:18.262186,DT20,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60874,2025-04-13 21:00:18.262186,DT21,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60875,2025-04-13 21:00:18.262186,DT22,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60876,2025-04-13 21:00:18.262186,DT23,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60877,2025-04-13 21:00:18.262186,DT24,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60878,2025-04-13 21:00:18.262186,DT25,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60879,2025-04-13 21:00:18.262186,DT26,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60880,2025-04-13 21:00:18.262186,DT27,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60881,2025-04-13 21:00:18.262186,DT28,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60882,2025-04-13 21:00:18.262186,DT29,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60883,2025-04-13 21:00:18.262186,DT3,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60884,2025-04-13 21:00:18.262186,DT30,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60885,2025-04-13 21:00:18.262186,DT31,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60886,2025-04-13 21:00:18.262186,DT32,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60887,2025-04-13 21:00:18.262186,DT33,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60888,2025-04-13 21:00:18.262186,DT34,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60889,2025-04-13 21:00:18.262186,DT35,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60890,2025-04-13 21:00:18.262186,DT5,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60891,2025-04-13 21:00:18.262186,DT6,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60892,2025-04-13 21:00:18.262186,DT7,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
60893,2025-04-13 21:00:18.262186,DT8,2025-04-14T04:40:00+08:00,2025-04-14T04:50:00+08:00,l
